시도,승인일자,이용건수_전체,이용금액_전체,이용건수_개인,이용금액_개인,이용건수_법인,이용금액_법인
제주,20220402,228.0,7940.0,210.0,6966.0,18.0,974.0
제주,20220403,201.0,6576.0,187.0,5858.0,15.0,717.0
제주,20220404,230.0,8631.0,207.0,7045.0,23.0,1585.0
제주,20220405,224.0,8322.0,202.0,6806.0,23.0,1516.0
제주,20220406,228.0,8334.0,205.0,6787.0,23.0,1547.0
제주,20220407,225.0,8402.0,202.0,6847.0,23.0,1555.0
제주,20220408,238.0,8906.0,215.0,7233.0,24.0,1673.0
제주,20220409,240.0,8282.0,220.0,7275.0,19.0,1007.0
제주,20220410,209.0,6842.0,194.0,6044.0,15.0,798.0
제주,20220411,239.0,8741.0,216.0,7224.0,23.0,1517.0
제주,20220412,232.0,8447.0,209.0,6840.0,23.0,1607.0
제주,20220413,225.0,8533.0,202.0,6838.0,23.0,1695.0
제주,20220414,217.0,8119.0,196.0,6665.0,21.0,1453.0
제주,20220415,238.0,9268.0,215.0,7676.0,23.0,1591.0
제주,20220416,238.0,8375.0,220.0,7341.0,19.0,1034.0
제주,20220417,210.0,6982.0,195.0,6240.0,15.0,743.0
제주,20220418,241.0,9728.0,218.0,8208.0,23.0,1520.0
제주,20220419,240.0,9173.0,216.0,7589.0,23.0,1584.0
제주,20220420,242.0,9153.0,218.0,7532.0,24.0,1621.0
제주,20220421,234.0,8917.0,211.0,7314.0,22.0,1604.0
제주,20220422,251.0,9653.0,226.0,7899.0,25.0,1754.0
제주,20220423,239.0,8225.0,221.0,7261.0,18.0,964.0
제주,20220424,220.0,7206.0,205.0,6460.0,15.0,746.0
제주,20220425,244.0,9148.0,220.0,7495.0,24.0,1653.0
제주,20220426,217.0,8286.0,196.0,6668.0,21.0,1618.0
제주,20220427,248.0,9413.0,223.0,7555.0,25.0,1858.0
제주,20220428,247.0,9380.0,222.0,7488.0,25.0,1892.0
제주,20220429,250.0,10497.0,225.0,8084.0,24.0,2414.0
제주,20220430,254.0,9289.0,234.0,8080.0,19.0,1209.0
제주,20220501,218.0,7234.0,203.0,6438.0,15.0,797.0
제주,20220502,252.0,9688.0,227.0,7810.0,25.0,1878.0
제주,20220503,249.0,9544.0,224.0,7713.0,25.0,1831.0
제주,20220504,262.0,10103.0,237.0,8196.0,25.0,1908.0
제주,20220505,253.0,8551.0,235.0,7586.0,18.0,965.0
제주,20220506,275.0,10163.0,251.0,8392.0,24.0,1771.0
제주,20220507,261.0,9401.0,242.0,8328.0,19.0,1073.0
제주,20220508,219.0,7625.0,204.0,6882.0,14.0,743.0
제주,20220509,244.0,9013.0,221.0,7412.0,23.0,1601.0
제주,20220510,241.0,8989.0,218.0,7212.0,23.0,1777.0
제주,20220511,242.0,9352.0,218.0,7310.0,24.0,2042.0
제주,20220512,248.0,9299.0,224.0,7402.0,24.0,1898.0
제주,20220513,239.0,9098.0,216.0,7296.0,23.0,1802.0
제주,20220514,261.0,9141.0,241.0,8017.0,20.0,1124.0
제주,20220515,224.0,7440.0,208.0,6682.0,15.0,758.0
제주,20220516,254.0,9309.0,231.0,7590.0,24.0,1718.0
제주,20220517,255.0,9558.0,230.0,7695.0,25.0,1863.0
제주,20220518,262.0,10159.0,236.0,8375.0,25.0,1784.0
제주,20220519,255.0,9647.0,231.0,7918.0,25.0,1730.0
제주,20220520,266.0,10306.0,241.0,8493.0,25.0,1813.0
제주,20220521,267.0,9126.0,247.0,8009.0,20.0,1117.0
제주,20220522,234.0,7553.0,219.0,6744.0,16.0,810.0
제주,20220523,261.0,9566.0,237.0,7831.0,24.0,1736.0
제주,20220524,259.0,9406.0,233.0,7657.0,25.0,1749.0
제주,20220525,266.0,9740.0,240.0,7814.0,26.0,1926.0
제주,20220526,257.0,9548.0,232.0,7606.0,25.0,1942.0
제주,20220527,270.0,10014.0,244.0,8075.0,26.0,1939.0
제주,20220528,262.0,8795.0,242.0,7710.0,20.0,1085.0
제주,20220529,219.0,7248.0,204.0,6469.0,15.0,779.0
제주,20220530,257.0,9546.0,233.0,7556.0,25.0,1991.0
제주,20220531,270.0,10813.0,244.0,8295.0,27.0,2518.0
제주,20220601,254.0,8379.0,235.0,7322.0,20.0,1057.0
제주,20220602,260.0,9397.0,235.0,7574.0,25.0,1823.0
제주,20220603,276.0,10408.0,250.0,8487.0,26.0,1921.0
제주,20220604,269.0,9457.0,249.0,8264.0,21.0,1193.0
제주,20220605,206.0,7095.0,192.0,6405.0,14.0,689.0
제주,20220606,242.0,8127.0,224.0,7101.0,19.0,1025.0
제주,20220607,259.0,9607.0,234.0,7740.0,25.0,1868.0
제주,20220608,264.0,9830.0,237.0,7796.0,26.0,2034.0
제주,20220609,261.0,9596.0,235.0,7580.0,26.0,2017.0
제주,20220610,265.0,9905.0,239.0,7932.0,26.0,1972.0
제주,20220611,265.0,9375.0,245.0,8189.0,20.0,1186.0
제주,20220612,230.0,7509.0,214.0,6726.0,16.0,783.0
제주,20220613,246.0,8928.0,224.0,7234.0,23.0,1694.0
제주,20220614,240.0,8920.0,217.0,7160.0,23.0,1760.0
제주,20220615,263.0,9551.0,237.0,7625.0,26.0,1927.0
제주,20220616,263.0,9714.0,237.0,7644.0,26.0,2069.0
제주,20220617,271.0,10543.0,245.0,8545.0,26.0,1998.0
제주,20220618,271.0,9342.0,250.0,8162.0,21.0,1180.0
제주,20220619,233.0,7632.0,217.0,6840.0,16.0,792.0
제주,20220620,264.0,10419.0,239.0,8546.0,25.0,1873.0
제주,20220621,261.0,9865.0,236.0,7981.0,25.0,1884.0
제주,20220622,261.0,9728.0,236.0,7859.0,26.0,1870.0
제주,20220623,254.0,9405.0,230.0,7501.0,25.0,1904.0
제주,20220624,243.0,9199.0,221.0,7489.0,22.0,1710.0
제주,20220625,262.0,8779.0,242.0,7629.0,20.0,1150.0
제주,20220626,226.0,7330.0,211.0,6507.0,16.0,822.0
제주,20220627,254.0,9305.0,229.0,7363.0,25.0,1942.0
제주,20220628,254.0,9356.0,229.0,7348.0,25.0,2009.0
제주,20220629,255.0,9621.0,229.0,7430.0,26.0,2191.0
제주,20220630,258.0,10270.0,231.0,7794.0,27.0,2476.0
제주,20220701,265.0,10061.0,239.0,8018.0,26.0,2043.0
제주,20220702,262.0,8834.0,242.0,7735.0,20.0,1099.0
제주,20220703,223.0,7163.0,208.0,6408.0,15.0,755.0
제주,20220704,251.0,8949.0,227.0,7246.0,24.0,1703.0
제주,20220705,252.0,8947.0,227.0,7196.0,25.0,1752.0
제주,20220706,255.0,8909.0,230.0,7113.0,25.0,1796.0
제주,20220707,252.0,8907.0,227.0,7084.0,25.0,1823.0
제주,20220708,261.0,9277.0,236.0,7416.0,25.0,1861.0
제주,20220709,260.0,8752.0,240.0,7690.0,20.0,1062.0
제주,20220710,226.0,7016.0,210.0,6247.0,16.0,769.0
제주,20220711,243.0,8535.0,220.0,6936.0,23.0,1599.0
제주,20220712,252.0,8758.0,227.0,7056.0,26.0,1702.0
제주,20220713,252.0,8814.0,227.0,7025.0,25.0,1789.0
제주,20220714,246.0,8488.0,222.0,6825.0,25.0,1663.0
제주,20220715,238.0,9058.0,216.0,7287.0,23.0,1772.0
제주,20220716,258.0,8589.0,238.0,7520.0,20.0,1069.0
제주,20220717,217.0,6736.0,202.0,6007.0,15.0,729.0
제주,20220718,242.0,9164.0,220.0,7599.0,23.0,1565.0
제주,20220719,253.0,9150.0,229.0,7458.0,25.0,1692.0
제주,20220720,257.0,9203.0,232.0,7525.0,25.0,1678.0
제주,20220721,254.0,9108.0,230.0,7408.0,24.0,1700.0
제주,20220722,265.0,9437.0,240.0,7646.0,25.0,1791.0
제주,20220723,254.0,8330.0,235.0,7307.0,19.0,1022.0
제주,20220724,223.0,6905.0,208.0,6214.0,15.0,691.0
제주,20220725,268.0,9307.0,243.0,7575.0,25.0,1732.0
제주,20220726,265.0,9330.0,240.0,7523.0,25.0,1807.0
제주,20220727,262.0,9282.0,237.0,7400.0,25.0,1882.0
제주,20220728,265.0,9284.0,240.0,7520.0,25.0,1763.0
제주,20220729,276.0,10181.0,250.0,8130.0,26.0,2051.0
제주,20220730,220.0,7686.0,204.0,6759.0,16.0,927.0
제주,20220731,198.0,6538.0,185.0,5833.0,13.0,705.0
제주,20220801,259.0,9305.0,236.0,7712.0,23.0,1592.0
제주,20220802,261.0,9295.0,238.0,7711.0,24.0,1584.0
제주,20220803,266.0,9337.0,241.0,7631.0,25.0,1706.0
제주,20220804,264.0,9162.0,239.0,7493.0,25.0,1669.0
제주,20220805,269.0,9392.0,244.0,7740.0,25.0,1652.0
제주,20220806,260.0,8470.0,240.0,7453.0,20.0,1017.0
제주,20220807,225.0,6978.0,209.0,6205.0,16.0,773.0
제주,20220808,262.0,9000.0,237.0,7345.0,25.0,1655.0
제주,20220809,255.0,8945.0,231.0,7192.0,25.0,1753.0
제주,20220810,257.0,8955.0,232.0,7281.0,25.0,1674.0
제주,20220811,251.0,8821.0,227.0,7047.0,24.0,1774.0
제주,20220812,250.0,8926.0,226.0,7217.0,24.0,1709.0
제주,20220813,249.0,8436.0,230.0,7382.0,20.0,1054.0
제주,20220814,223.0,7121.0,208.0,6383.0,15.0,738.0
제주,20220815,225.0,7274.0,207.0,6366.0,18.0,908.0
제주,20220816,244.0,8980.0,221.0,7195.0,23.0,1785.0
제주,20220817,211.0,8108.0,191.0,6645.0,20.0,1463.0
제주,20220818,245.0,9189.0,220.0,7430.0,24.0,1759.0
제주,20220819,249.0,9221.0,225.0,7518.0,24.0,1703.0
제주,20220820,240.0,8006.0,221.0,7037.0,19.0,969.0
제주,20220821,206.0,6528.0,192.0,5827.0,14.0,701.0
제주,20220822,244.0,8934.0,220.0,7244.0,24.0,1690.0
제주,20220823,240.0,8802.0,216.0,7054.0,24.0,1748.0
제주,20220824,240.0,8920.0,215.0,7103.0,24.0,1817.0
제주,20220825,242.0,8903.0,218.0,7068.0,24.0,1835.0
제주,20220826,251.0,9545.0,227.0,7669.0,24.0,1876.0
제주,20220827,243.0,8213.0,224.0,7163.0,19.0,1049.0
제주,20220828,211.0,6827.0,196.0,6092.0,15.0,735.0
제주,20220829,244.0,9383.0,220.0,7366.0,24.0,2017.0
제주,20220830,241.0,9428.0,216.0,7289.0,25.0,2139.0
제주,20220831,238.0,10103.0,213.0,7580.0,25.0,2524.0
제주,20220901,240.0,9651.0,215.0,7621.0,25.0,2030.0
제주,20220902,206.0,8620.0,185.0,6689.0,21.0,1931.0
제주,20220903,220.0,8165.0,203.0,7134.0,17.0,1031.0
제주,20220904,169.0,5686.0,157.0,5036.0,12.0,650.0
제주,20220905,123.0,4436.0,111.0,3318.0,12.0,1118.0
제주,20220906,215.0,8948.0,194.0,6857.0,20.0,2090.0
제주,20220907,254.0,11341.0,228.0,8722.0,26.0,2619.0
제주,20220908,288.0,13867.0,262.0,11272.0,26.0,2595.0
제주,20220909,253.0,9259.0,237.0,8317.0,16.0,942.0
제주,20220910,144.0,3881.0,135.0,3547.0,8.0,334.0
제주,20220911,193.0,6286.0,181.0,5700.0,12.0,585.0
제주,20220912,195.0,6236.0,181.0,5575.0,13.0,661.0
제주,20220913,211.0,7599.0,192.0,6106.0,20.0,1494.0
제주,20220914,222.0,8130.0,200.0,6449.0,22.0,1681.0
제주,20220915,226.0,8537.0,204.0,6715.0,23.0,1822.0
제주,20220916,247.0,9760.0,223.0,7807.0,24.0,1953.0
제주,20220917,240.0,8513.0,221.0,7394.0,19.0,1119.0
제주,20220918,206.0,6773.0,192.0,6008.0,14.0,765.0
제주,20220919,238.0,9138.0,216.0,7495.0,22.0,1643.0
제주,20220920,244.0,9420.0,220.0,7492.0,24.0,1928.0
제주,20220921,245.0,9413.0,221.0,7456.0,24.0,1957.0
제주,20220922,243.0,9058.0,219.0,7125.0,25.0,1933.0
제주,20220923,254.0,9631.0,229.0,7679.0,25.0,1952.0
제주,20220924,250.0,8679.0,230.0,7577.0,19.0,1102.0
제주,20220925,219.0,7324.0,204.0,6509.0,15.0,815.0
제주,20220926,253.0,9493.0,229.0,7528.0,25.0,1965.0
제주,20220927,251.0,9427.0,226.0,7346.0,25.0,2081.0
제주,20220928,248.0,9339.0,223.0,7172.0,25.0,2167.0
제주,20220929,250.0,9545.0,225.0,7372.0,25.0,2172.0
제주,20220930,263.0,10974.0,237.0,8254.0,26.0,2720.0
제주,20221001,257.0,9066.0,238.0,7928.0,19.0,1137.0
제주,20221002,229.0,7518.0,214.0,6753.0,15.0,765.0
제주,20221003,230.0,7606.0,212.0,6653.0,18.0,953.0
제주,20221004,243.0,9161.0,221.0,7293.0,23.0,1868.0
제주,20221005,246.0,9207.0,222.0,7213.0,24.0,1994.0
제주,20221006,243.0,9137.0,218.0,7199.0,24.0,1939.0
제주,20221007,257.0,10173.0,233.0,8083.0,24.0,2090.0
제주,20221008,239.0,8813.0,222.0,7744.0,17.0,1069.0
제주,20221009,208.0,7210.0,195.0,6503.0,13.0,708.0
제주,20221010,222.0,7781.0,205.0,6848.0,17.0,933.0
제주,20221011,253.0,9373.0,229.0,7542.0,24.0,1831.0
제주,20221012,250.0,9344.0,225.0,7316.0,25.0,2028.0
제주,20221013,250.0,9322.0,225.0,7256.0,25.0,2066.0
제주,20221014,257.0,9569.0,232.0,7598.0,25.0,1971.0
제주,20221015,255.0,8879.0,236.0,7763.0,19.0,1116.0
제주,20221016,220.0,7321.0,205.0,6519.0,15.0,802.0
제주,20221017,247.0,9376.0,224.0,7505.0,23.0,1871.0
제주,20221018,247.0,9285.0,223.0,7301.0,24.0,1984.0
제주,20221019,252.0,9720.0,228.0,7753.0,25.0,1967.0
제주,20221020,257.0,10378.0,233.0,8280.0,25.0,2098.0
제주,20221021,263.0,10468.0,238.0,8295.0,25.0,2173.0
제주,20221022,249.0,8790.0,231.0,7712.0,18.0,1078.0
제주,20221023,220.0,7471.0,205.0,6690.0,14.0,781.0
제주,20221024,247.0,9701.0,224.0,7794.0,24.0,1908.0
제주,20221025,250.0,9611.0,226.0,7452.0,24.0,2159.0
제주,20221026,250.0,9683.0,225.0,7427.0,25.0,2256.0
제주,20221027,249.0,9508.0,224.0,7314.0,25.0,2194.0
제주,20221028,257.0,10225.0,232.0,7830.0,25.0,2395.0
제주,20221029,247.0,8965.0,228.0,7797.0,19.0,1168.0
제주,20221030,210.0,7103.0,196.0,6286.0,14.0,817.0
제주,20221031,246.0,10171.0,221.0,7640.0,24.0,2532.0
제주,20221101,240.0,9260.0,216.0,7203.0,23.0,2058.0
제주,20221102,241.0,9307.0,218.0,7358.0,23.0,1948.0
제주,20221103,240.0,9120.0,217.0,7177.0,23.0,1943.0
제주,20221104,243.0,9839.0,220.0,7708.0,23.0,2131.0
제주,20221105,238.0,8809.0,219.0,7645.0,19.0,1164.0
제주,20221106,206.0,7135.0,192.0,6333.0,14.0,802.0
제주,20221107,237.0,9172.0,214.0,7304.0,23.0,1868.0
제주,20221108,236.0,9244.0,213.0,7233.0,24.0,2011.0
제주,20221109,237.0,9125.0,213.0,7123.0,24.0,2002.0
제주,20221110,243.0,9404.0,219.0,7332.0,24.0,2072.0
제주,20221111,251.0,9754.0,227.0,7686.0,24.0,2068.0
제주,20221112,227.0,8110.0,210.0,7071.0,17.0,1039.0
제주,20221113,198.0,6831.0,184.0,6100.0,13.0,730.0
제주,20221114,231.0,8985.0,208.0,7102.0,23.0,1884.0
제주,20221115,231.0,9590.0,207.0,7636.0,23.0,1954.0
제주,20221116,236.0,9936.0,212.0,7969.0,24.0,1967.0
제주,20221117,231.0,9654.0,207.0,7721.0,23.0,1933.0
제주,20221118,242.0,10186.0,218.0,8064.0,24.0,2122.0
제주,20221119,234.0,8688.0,216.0,7624.0,18.0,1064.0
제주,20221120,182.0,6453.0,169.0,5806.0,12.0,647.0
제주,20221121,235.0,9432.0,212.0,7559.0,23.0,1873.0
제주,20221122,215.0,8747.0,194.0,6888.0,22.0,1860.0
제주,20221123,230.0,9393.0,206.0,7355.0,23.0,2038.0
제주,20221124,233.0,9105.0,209.0,7101.0,24.0,2004.0
제주,20221125,236.0,9699.0,212.0,7509.0,24.0,2190.0
제주,20221126,226.0,8357.0,207.0,7190.0,19.0,1167.0
제주,20221127,200.0,6958.0,186.0,6180.0,14.0,778.0
제주,20221128,236.0,9303.0,213.0,7246.0,23.0,2057.0
제주,20221129,209.0,8813.0,188.0,6734.0,21.0,2079.0
제주,20221130,221.0,10741.0,197.0,7800.0,24.0,2941.0
제주,20221201,221.0,9499.0,198.0,7402.0,23.0,2097.0
제주,20221202,234.0,10047.0,211.0,7875.0,24.0,2172.0
제주,20221203,212.0,8278.0,196.0,7145.0,16.0,1133.0
제주,20221204,188.0,6791.0,175.0,6047.0,13.0,744.0
제주,20221205,221.0,9305.0,199.0,7275.0,22.0,2030.0
제주,20221206,216.0,9118.0,193.0,7014.0,23.0,2105.0
제주,20221207,223.0,9522.0,199.0,7290.0,24.0,2232.0
제주,20221208,221.0,8920.0,197.0,6873.0,23.0,2048.0
제주,20221209,230.0,9429.0,207.0,7248.0,23.0,2181.0
제주,20221210,219.0,8106.0,201.0,7031.0,18.0,1075.0
제주,20221211,188.0,7143.0,175.0,6401.0,13.0,743.0
제주,20221212,222.0,8876.0,200.0,6902.0,22.0,1974.0
제주,20221213,218.0,8958.0,196.0,6877.0,23.0,2081.0
제주,20221214,213.0,9022.0,191.0,6826.0,22.0,2196.0
제주,20221215,222.0,9676.0,199.0,7448.0,22.0,2228.0
제주,20221216,228.0,10499.0,205.0,8273.0,22.0,2225.0
제주,20221217,204.0,8013.0,188.0,6974.0,16.0,1039.0
제주,20221218,151.0,5098.0,141.0,4515.0,10.0,583.0
제주,20221219,219.0,9496.0,198.0,7511.0,21.0,1984.0
제주,20221220,223.0,9635.0,200.0,7368.0,23.0,2267.0
제주,20221221,216.0,9494.0,194.0,7189.0,22.0,2305.0
제주,20221222,195.0,8577.0,175.0,6528.0,20.0,2049.0
제주,20221223,170.0,6640.0,155.0,5103.0,15.0,1536.0
제주,20221224,199.0,7090.0,186.0,6303.0,14.0,787.0
제주,20221225,192.0,6667.0,180.0,5995.0,12.0,671.0
제주,20221226,224.0,10030.0,201.0,7398.0,23.0,2632.0
제주,20221227,222.0,9897.0,199.0,7304.0,23.0,2593.0
제주,20221228,225.0,9862.0,202.0,7343.0,23.0,2518.0
제주,20221229,228.0,10384.0,205.0,7600.0,23.0,2784.0
제주,20221230,245.0,11116.0,222.0,8404.0,23.0,2712.0
제주,20221231,249.0,9821.0,231.0,8563.0,18.0,1259.0
제주,20230101,190.0,6227.0,179.0,5652.0,11.0,575.0
제주,20230102,231.0,8501.0,211.0,7151.0,20.0,1350.0
제주,20230103,231.0,8435.0,211.0,7049.0,21.0,1386.0
제주,20230104,234.0,8611.0,213.0,7190.0,21.0,1420.0
제주,20230105,230.0,8725.0,209.0,7330.0,21.0,1395.0
제주,20230106,234.0,8999.0,213.0,7440.0,21.0,1559.0
제주,20230107,221.0,8046.0,205.0,7135.0,16.0,911.0
제주,20230108,197.0,6622.0,184.0,5923.0,13.0,698.0
제주,20230109,231.0,8712.0,210.0,7269.0,21.0,1444.0
제주,20230110,232.0,8839.0,211.0,7363.0,21.0,1476.0
제주,20230111,237.0,8931.0,215.0,7306.0,22.0,1625.0
제주,20230112,228.0,8769.0,207.0,7125.0,21.0,1644.0
제주,20230113,219.0,8393.0,199.0,6807.0,20.0,1585.0
제주,20230114,226.0,8366.0,210.0,7372.0,16.0,994.0
제주,20230115,189.0,6700.0,176.0,5963.0,13.0,737.0
제주,20230116,229.0,9883.0,208.0,8011.0,21.0,1872.0
제주,20230117,228.0,10064.0,207.0,8177.0,21.0,1887.0
제주,20230118,234.0,10687.0,212.0,8633.0,22.0,2053.0
제주,20230119,245.0,11565.0,222.0,9458.0,22.0,2107.0
제주,20230120,271.0,13602.0,249.0,11290.0,22.0,2312.0
제주,20230121,231.0,8759.0,217.0,7947.0,14.0,812.0
제주,20230122,114.0,3041.0,108.0,2793.0,6.0,248.0
제주,20230123,175.0,5773.0,165.0,5288.0,10.0,485.0
제주,20230124,118.0,3681.0,110.0,3370.0,7.0,310.0
제주,20230125,199.0,7479.0,184.0,6445.0,15.0,1034.0
제주,20230126,225.0,9007.0,205.0,7391.0,20.0,1616.0
제주,20230127,201.0,8016.0,183.0,6612.0,18.0,1403.0
제주,20230128,186.0,6393.0,174.0,5676.0,13.0,716.0
제주,20230129,187.0,6223.0,175.0,5584.0,12.0,639.0
제주,20230130,235.0,9542.0,213.0,7623.0,22.0,1919.0
제주,20230131,235.0,9929.0,212.0,7624.0,23.0,2305.0
제주,20230201,231.0,9334.0,210.0,7698.0,22.0,1636.0
제주,20230202,230.0,9026.0,208.0,7455.0,22.0,1571.0
제주,20230203,236.0,9568.0,214.0,7907.0,22.0,1661.0
제주,20230204,228.0,8256.0,211.0,7323.0,17.0,934.0
제주,20230205,199.0,6582.0,186.0,5876.0,13.0,706.0
제주,20230206,219.0,8362.0,198.0,6864.0,21.0,1498.0
제주,20230207,231.0,8934.0,210.0,7325.0,22.0,1609.0
제주,20230208,234.0,9013.0,212.0,7412.0,22.0,1601.0
제주,20230209,221.0,8361.0,200.0,6875.0,20.0,1486.0
제주,20230210,237.0,9115.0,216.0,7502.0,21.0,1613.0
제주,20230211,229.0,8274.0,213.0,7296.0,17.0,978.0
제주,20230212,182.0,6131.0,170.0,5527.0,12.0,604.0
제주,20230213,231.0,8798.0,211.0,7340.0,20.0,1458.0
제주,20230214,240.0,9213.0,218.0,7576.0,22.0,1637.0
제주,20230215,225.0,9150.0,204.0,7545.0,21.0,1605.0
제주,20230216,228.0,9583.0,208.0,7984.0,21.0,1598.0
제주,20230217,237.0,9810.0,216.0,8120.0,21.0,1690.0
제주,20230218,223.0,8236.0,207.0,7300.0,16.0,936.0
제주,20230219,198.0,6859.0,185.0,6177.0,13.0,682.0
제주,20230220,236.0,9741.0,214.0,8088.0,22.0,1652.0
제주,20230221,233.0,9602.0,211.0,7712.0,22.0,1890.0
제주,20230222,233.0,9155.0,210.0,7372.0,23.0,1783.0
제주,20230223,233.0,9308.0,211.0,7691.0,22.0,1617.0
제주,20230224,245.0,9862.0,222.0,8016.0,22.0,1846.0
제주,20230225,227.0,8324.0,211.0,7335.0,17.0,989.0
제주,20230226,205.0,7107.0,191.0,6396.0,13.0,711.0
제주,20230227,240.0,9552.0,218.0,7734.0,22.0,1818.0
제주,20230228,247.0,10612.0,224.0,8452.0,23.0,2160.0
제주,20230301,206.0,7216.0,191.0,6407.0,15.0,810.0
제주,20230302,236.0,9443.0,214.0,7844.0,21.0,1600.0
제주,20230303,238.0,9646.0,217.0,8045.0,22.0,1600.0
제주,20230304,234.0,8179.0,217.0,7242.0,17.0,936.0
제주,20230305,200.0,6520.0,187.0,5899.0,13.0,621.0
제주,20230306,237.0,9156.0,215.0,7611.0,21.0,1545.0
제주,20230307,231.0,8791.0,209.0,7212.0,22.0,1579.0
제주,20230308,236.0,8581.0,214.0,7072.0,22.0,1509.0
제주,20230309,228.0,8308.0,207.0,6748.0,22.0,1560.0
제주,20230310,238.0,8810.0,216.0,7275.0,22.0,1535.0
제주,20230311,236.0,8110.0,219.0,7219.0,17.0,891.0
제주,20230312,184.0,6036.0,172.0,5439.0,12.0,597.0
제주,20230313,236.0,8833.0,214.0,7247.0,22.0,1586.0
제주,20230314,237.0,8623.0,215.0,7066.0,22.0,1557.0
제주,20230315,236.0,8653.0,213.0,7071.0,22.0,1582.0
제주,20230316,233.0,9033.0,211.0,7434.0,22.0,1599.0
제주,20230317,222.0,9073.0,202.0,7560.0,20.0,1513.0
제주,20230318,243.0,8639.0,226.0,7681.0,17.0,958.0
제주,20230319,208.0,6997.0,195.0,6308.0,13.0,689.0
제주,20230320,240.0,9409.0,218.0,7823.0,22.0,1586.0
제주,20230321,229.0,8789.0,208.0,7261.0,21.0,1528.0
제주,20230322,229.0,8557.0,207.0,7030.0,22.0,1528.0
제주,20230323,229.0,8436.0,208.0,6911.0,21.0,1525.0
제주,20230324,231.0,9056.0,210.0,7408.0,21.0,1648.0
제주,20230325,234.0,8259.0,217.0,7348.0,17.0,911.0
제주,20230326,213.0,7105.0,199.0,6382.0,14.0,723.0
제주,20230327,244.0,9247.0,221.0,7506.0,23.0,1740.0
제주,20230328,241.0,9085.0,218.0,7323.0,23.0,1762.0
제주,20230329,243.0,9039.0,220.0,7138.0,23.0,1901.0
제주,20230330,242.0,9251.0,219.0,7365.0,23.0,1886.0
제주,20230331,259.0,10707.0,235.0,8388.0,24.0,2320.0
제주,20230401,255.0,8953.0,237.0,7917.0,18.0,1036.0
제주,20230402,219.0,7270.0,205.0,6479.0,14.0,791.0
제주,20230403,246.0,9102.0,224.0,7548.0,22.0,1554.0
제주,20230404,230.0,8770.0,209.0,7141.0,21.0,1628.0
제주,20230405,215.0,7665.0,196.0,6276.0,19.0,1389.0
제주,20230406,230.0,8438.0,208.0,6823.0,22.0,1614.0
제주,20230407,243.0,9186.0,220.0,7495.0,22.0,1691.0
제주,20230408,247.0,8614.0,229.0,7638.0,18.0,976.0
제주,20230409,216.0,7036.0,202.0,6345.0,14.0,691.0
제주,20230410,249.0,9112.0,227.0,7560.0,22.0,1552.0
제주,20230411,240.0,8615.0,217.0,6997.0,22.0,1617.0
제주,20230412,244.0,8895.0,220.0,7148.0,23.0,1747.0
제주,20230413,246.0,8913.0,223.0,7202.0,23.0,1711.0
제주,20230414,228.0,8496.0,208.0,6998.0,20.0,1499.0
제주,20230415,243.0,8576.0,225.0,7612.0,17.0,964.0
제주,20230416,210.0,7028.0,196.0,6314.0,14.0,714.0
제주,20230417,251.0,9277.0,228.0,7657.0,23.0,1619.0
제주,20230418,238.0,9172.0,215.0,7523.0,22.0,1650.0
제주,20230419,247.0,9265.0,224.0,7598.0,23.0,1667.0
제주,20230420,250.0,9436.0,227.0,7532.0,24.0,1903.0
제주,20230421,256.0,9704.0,232.0,7936.0,24.0,1768.0
제주,20230422,240.0,8395.0,223.0,7388.0,18.0,1007.0
제주,20230423,209.0,7000.0,195.0,6258.0,14.0,742.0
제주,20230424,232.0,8632.0,211.0,7045.0,21.0,1587.0
제주,20230425,226.0,8583.0,205.0,6909.0,21.0,1675.0
제주,20230426,243.0,9403.0,220.0,7446.0,23.0,1957.0
제주,20230427,245.0,9246.0,222.0,7203.0,24.0,2043.0
제주,20230428,256.0,10572.0,232.0,8049.0,24.0,2523.0
제주,20230429,227.0,8287.0,211.0,7296.0,16.0,991.0
제주,20230430,225.0,7646.0,210.0,6844.0,14.0,802.0
제주,20230501,236.0,7859.0,219.0,6745.0,18.0,1114.0
제주,20230502,257.0,9611.0,234.0,7649.0,24.0,1962.0
제주,20230503,225.0,8566.0,203.0,6802.0,22.0,1764.0
제주,20230504,208.0,7642.0,190.0,6175.0,19.0,1467.0
제주,20230505,196.0,6787.0,183.0,6037.0,14.0,750.0
제주,20230506,246.0,8830.0,230.0,7908.0,17.0,921.0
제주,20230507,185.0,6498.0,173.0,5862.0,12.0,636.0
제주,20230508,257.0,9518.0,234.0,7768.0,23.0,1751.0
제주,20230509,246.0,8653.0,222.0,6890.0,23.0,1763.0
제주,20230510,252.0,8960.0,228.0,7097.0,24.0,1863.0
제주,20230511,250.0,8879.0,227.0,7059.0,24.0,1821.0
제주,20230512,247.0,8958.0,224.0,7154.0,23.0,1803.0
제주,20230513,239.0,8340.0,222.0,7309.0,17.0,1031.0
제주,20230514,216.0,6920.0,202.0,6202.0,14.0,718.0
제주,20230515,245.0,8654.0,222.0,6999.0,22.0,1655.0
제주,20230516,250.0,8656.0,227.0,6898.0,24.0,1758.0
제주,20230517,250.0,8987.0,226.0,7237.0,24.0,1750.0
제주,20230518,221.0,8432.0,201.0,6926.0,20.0,1506.0
