,숙박업명,숙박업주소,숙박위도,숙박경도,구역,대분류명,중분류명,식당명,도시명,행정동명,식당주소,식당위도,식당경도,검색량합계값,제주도민매출금액비율,외지인매출금액비율,전체매출금액비율,숙박_식당 거리
311,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,중식,중식,도두반점호텔더본점,서귀포시,예래동,제주 서귀포시 색달로 18,33.25958421,126.4060847,1668,19.61,4.569999999999999,6.23,9.958265730402193
316,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,가정식,목포고을,서귀포시,예래동,제주 서귀포시 일주서로 968-5,33.25845457,126.4072189,1635,4.08,7.58,7.49,9.836506862726061
318,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,고기,돼지고기,신우성흑돼지,서귀포시,예래동,제주 서귀포시 중문관광로72번길 29-9,33.24963581,126.4114158,1293,3.8000000000000003,12.82,12.39,9.365304235811633
315,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,피자.치킨.햄버거,양식,맥도날드제주중문DT점,서귀포시,예래동,제주 서귀포시 중문관광로 38,33.25495622,126.413616,1049,7.94,1.23,1.88,9.200568520923921
319,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,일식.회,회,엉덩물횟집,서귀포시,예래동,제주 서귀포시 중문관광로72번길 29-9,33.24963581,126.4114158,935,2.28,8.59,8.2,9.365304235811633
314,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,단품요리 전문,망고하이,서귀포시,예래동,제주 서귀포시 일주서로 972,33.25823331,126.4069033,705,0.39999999999999997,1.7800000000000002,1.6700000000000002,9.862380872261607
326,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,단품요리 전문,호텔더본제주,서귀포시,예래동,제주 서귀포시 색달동 2138번지,33.25958421,126.4060847,667,22.98,8.209999999999999,9.91,9.958265730402193
321,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,가정식,조은날식당,서귀포시,예래동,제주 서귀포시 예래로109번길 12,33.25143133,126.396071,527,1.57,0.02,0.16,10.79926412704261
313,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,한식,가정식,맛있수다,서귀포시,예래동,제주 서귀포시 예래로 50,33.2559137,126.4010863,101,0.17,0.65,0.64,10.370464177795883
309,히든 클리프 호텔 앤 네이처,제주특별자치도 서귀포시 상예동 625,33.246711,126.512065,서귀포시,고기,고기,다다익고정육점식당,서귀포시,예래동,제주 서귀포시 색달로 25,33.2602852242,126.405910978674,96,0.13,0.13,0.13,9.985697756061713
